operator,tier,stake_real_money,predicted_stake,deviation_pct,anomaly_type,anomaly_score,stake_z_score
OP_0012,zero,73504.19276311889,85472.81661180608,0.14002842451121472,isolation_forest,-0.5420269761370767,-0.36686763298568587
OP_0012,zero,72365.8534946635,85472.81661180608,0.1533465683794039,isolation_forest,-0.5466277686602851,-0.40176051943885077
OP_0012,zero,71227.51422620812,85472.81661180608,0.1666647122475931,isolation_forest,-0.5624519058998638,-0.4366534058920157
OP_0012,zero,69926.55506225911,85472.81661180608,0.18188544809695217,isolation_forest,-0.5717909173717927,-0.4765309904099185
OP_0012,zero,29271.58118885265,85472.81661180608,0.6575334433894219,isolation_forest,-0.5657881862944152,-1.722705506594377
OP_0012,zero,33987.558158167805,85472.81661180608,0.6023582759354953,isolation_forest,-0.5538593635703284,-1.5781492627169795
OP_0012,zero,149285.06406314851,85472.81661180608,0.7465794387139486,isolation_forest,-0.5947134165583081,1.9560016651821444
OP_0012,zero,156115.09967388082,85472.81661180608,0.8264883019230836,isolation_forest,-0.6290438034275998,2.165358983901134
OP_0012,zero,27645.382233916393,85472.81661180608,0.6765593632011206,isolation_forest,-0.5746666402597795,-1.7725524872417555
OP_0012,zero,69438.69537577823,85472.81661180608,0.18759322404046183,isolation_forest,-0.5828175238546874,-0.491485084604132
OP_0012,zero,141641.92897494812,85472.81661180608,0.6571576155989646,isolation_forest,-0.5458139184430114,1.7217208561394668
OP_0012,zero,5500.0,85472.81661180608,0.9356520561972412,isolation_forest,-0.7236136731911654,-2.4513626883503243
OP_0012,zero,141967.16876593538,85472.81661180608,0.6609627995613043,isolation_forest,-0.5486122725094653,1.7316902522689426
