date,GGR,num_operators,operators_list,num_reports,total_bets,total_stake,total_payout,modal_game_type,is_missing,GGR_interpolated,was_interpolated,expected_GGR
2025-01-28,485607905.258,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,724827,2369278051.7999997,1883048226.542,RRI_sports,0,485607905.258,0,629926909.8378652
2025-01-29,332125466.873,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,837264,3218716132.04,2886518238.5569997,RRI_sports,0,332125466.873,0,415136754.49722695
2025-01-30,-833662812.7820004,9,"ABA,ABE,BET,ELD,ENT,INT,RUB,SAH,TIT",12,1892733,6686223760.72,7519440026.002001,RRI_sports,0,-833662812.7820004,0,1167223059.713824
2025-01-31,1030165826.9090002,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1775844,6182979884.23,5152712657.320999,RRI_sports,0,1030165826.9090002,0,1350312799.3268092
2025-02-01,885972124.6599995,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1690047,6596017611.32,5710021217.66,RRI_sports,0,885972124.6599995,0,998532970.3075774
2025-02-02,4184568573.829,9,"ABA,ABE,BET,ELD,ENT,INT,RUB,SAH,TIT",12,2448956,8934756743.13,4750178461.301,RRI_sports,0,4184568573.829,0,2880621943.3077044
2025-02-03,956640599.456,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1307329,4067612673.68,3110945859.224,RRI_sports,0,956640599.456,0,683597034.367923
2025-02-04,478282409.7869999,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1329526,4277152288.71,3798512519.003,RRI_sports,0,478282409.7869999,0,1017764760.6106974
2025-02-05,1204231719.1369996,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,937302,3625763209.41,2421521990.273,RRI_sports,0,1204231719.1369996,0,817686834.3056586
2025-02-06,1493686771.0010004,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",27,1259634,4857810787.3,3364075889.469,RRI_other,0,1493686771.0010004,0,1064112235.9743692
2025-02-07,361007147.697,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1125638,4452456370.41,4091431422.713,RRI_sports,0,361007147.697,0,697312356.0264854
2025-02-08,-830165389.8979993,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1823796,7370488036.98,8200634516.877999,RRI_sports,0,-830165389.8979993,0,646382055.9777926
2025-02-09,2941497925.3100004,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,2285228,7997530552.59,5055929491.28,RRI_sports,0,2941497925.3100004,0,2740222982.180585
2025-02-10,1603468245.1640005,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1228895,4298980665.07,2695397418.9059997,RRI_sports,0,1603468245.1640005,0,838104406.0192735
2025-02-11,771237304.1559997,9,"ABA,ABE,ELD,ENT,INT,MAS,RUB,SAH,TIT",12,918055,3376469808.4199996,2605133204.2640004,CTG_multi,0,771237304.1559997,0,804193839.2982781
2025-02-12,-804661326.9239994,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1586156,5759800953.900001,6564452030.823999,RRI_sports,0,-804661326.9239994,0,203670253.26927963
2025-02-13,3045217533.282,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1965295,6652667088.29,3607123771.008,CTG_multi,0,3045217533.282,0,2560756198.0876527
2025-02-14,864576237.273,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1348316,4245412832.61,3380816887.337,RRI_sports,0,864576237.273,0,818643297.0141451
2025-02-15,1995039544.339,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1587064,6216889882.97,4221799738.631,RRI_sports,0,1995039544.339,0,972529442.9403341
2025-02-16,4262796306.1810007,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,3012874,9241940354.64,4979119915.459,RRI_sports,0,4262796306.1810007,0,2749728951.5987716
2025-02-17,778234626.822,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1120759,3381019541.56,2602685702.738,RRI_sports,0,778234626.822,0,805030666.2720197
2025-02-18,635457526.0359999,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1125147,3741759596.12,3106264170.084,RRI_sports,0,635457526.0359999,0,936317909.9242796
2025-02-19,1794891437.8460004,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1110237,4194909973.69,2399000672.844,RRI_sports,0,1794891437.8460004,0,810396817.3850805
2025-02-20,1501132129.91,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1324471,4537487368.950001,3036310127.04,RRI_sports,0,1501132129.91,0,1082193448.1167772
2025-02-21,1533182808.6130002,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,1299665,4060128021.83,2526926213.217,RRI_sports,0,1533182808.6130002,0,743037446.0281746
2025-02-22,-1711241692.931,9,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH",12,1650614,5939447453.81,7650675620.741,CTG_multi,0,-1711241692.931,0,118377176.90534712
2025-02-23,3433400925.3180003,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,TIT",13,2704142,8638866295.380001,5205447170.061999,RRI_sports,0,3433400925.3180003,0,2855567167.2585015
2025-02-24,212461238.9349998,11,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,SPO,TIT",14,1331580,4192871265.39,3980371176.455,RRI_other,0,212461238.9349998,0,791456984.7531962
2025-02-25,388156347.886,10,"ABA,ABE,BET,ELD,ENT,INT,MAS,RUB,SAH,SPO",13,883933,3260762565.12,2872591017.234,RRI_other,0,388156347.886,0,1670682313.6980033
2025-02-26,-1379502898.676,10,"ABA,BET,ELD,ENT,INT,MAS,RUB,SAH,SPO,TIT",13,1368346,4976817161.54,6356236495.216,RRI_sports,0,-1379502898.676,0,379031927.12047005
2025-02-27,3250420667.018,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1925165,6608914355.23,3358392603.212,RRI_sports,0,3250420667.018,0,2379417202.4654617
2025-02-28,1213335038.5720005,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1015906,3985975103.7,2772593083.138,RRI_sports,0,1213335038.5720005,0,849809369.8959864
2025-03-01,13231573953.987,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1724526,7196976291.08,-6034206402.907001,RRI_sports,0,13231573953.987,0,3045143570.642241
2025-03-02,12221526286.327,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,2138801,7661489246.37,-4560048739.957,RRI_sports,0,12221526286.327,0,7626745886.791768
2025-03-03,5354917531.910001,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1035910,3683830914.46,-1670716877.14,RRI_sports,0,5354917531.910001,0,6995201214.277494
2025-03-04,6232519993.724999,11,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,SAH,SPO,TIT",14,914830,3611170313.72,-2621075118.2149997,RRI_sports,0,6232519993.724999,0,5913121761.742492
2025-03-05,10092971189.693,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1329673,5096010026.030001,-4996954984.663,RRI_sports,0,10092971189.693,0,7017608864.407833
2025-03-06,12641701575.931,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1544032,6718457840.79,-5923253060.161,RRI_sports,0,12641701575.931,0,8891142704.626371
2025-03-07,8619651091.182001,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1797123,5614683588.34,-3004987102.842,RRI_sports,0,8619651091.182001,0,8510262224.357822
2025-03-08,11526538095.875,11,"ABA,ABE,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",14,1681194,6669588407.83,-4856902793.615,CTG_multi,0,11526538095.875,0,8510262224.357822
2025-03-09,13151236085.31,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,2575779,8534642882.34,-4616623703.969999,RRI_sports,0,13151236085.31,0,8893988536.39797
2025-03-10,5972340399.49,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",14,1493982,4417043798.38,-1555335701.11,RRI_sports,0,5972340399.49,0,8415527654.926143
2025-03-11,5186517562.416,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1139114,3539929006.06,-1646740776.366,RRI_sports,0,5186517562.416,0,6236882565.273127
2025-03-12,8982014560.442999,12,"ABA,ABE,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",15,1329659,5044881524.44,-3937283175.993,RRI_sports,0,8982014560.442999,0,6818533525.84133
2025-03-13,7687624673.889999,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,1343447,4921210040.179999,-2767633183.81,RRI_sports,0,7687624673.889999,0,8997178615.494347
2025-03-14,-2418283846.4009995,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,1616164,5517240588.36,7935276540.351001,RRI_sports,0,-2418283846.4009995,0,4003208177.5756254
2025-03-15,-125649380.03500074,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,1635525,6402638930.25,6527522705.365001,CTG_multi,0,-125649380.03500074,0,2702586438.9094057
2025-03-16,2302726980.5480003,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,2583093,8841491057.82,6538277127.272,RRI_sports,0,2302726980.5480003,0,3692432619.9618764
2025-03-17,-1384049858.94,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,1707364,4756417074.26,6139887683.2,RRI_sports,0,-1384049858.94,0,976548521.0678997
2025-03-18,1012182370.802,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,913268,2589728342.11,1577508141.298,RRI_sports,0,1012182370.802,0,287882973.1089217
2025-03-19,1091975033.039,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,834115,2805622061.81,1713633578.771,RRI_sports,0,1091975033.039,0,526852864.9797963
2025-03-20,903802764.126,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,861040,2736438318.83,1832617146.704,RRI_sports,0,903802764.126,0,1232854908.291205
2025-03-21,1928086426.595,13,"ABA,ABE,ADV,BET,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",16,1154295,4041675811.03,2112470142.435,RRI_sports,0,1928086426.595,0,596473240.0151379
2025-03-22,1298191787.1879995,9,"ABA,ADV,ELD,ENT,HOM,INT,MAS,SAH,TIT",11,1153217,4278187504.86,2979985417.6720004,CTG_multi,0,1298191787.1879995,0,661952164.9784329
2025-03-23,902717820.3079998,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",17,1056524,3611509870.59,2708711819.282,RRI_sports,0,902717820.3079998,0,481615817.3294428
2025-03-24,-1007510900.2160002,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,762017,3047753951.41,4055249218.626,RRI_sports,0,-1007510900.2160002,0,367517918.9945203
2025-03-25,-84384138.27400023,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,1001003,4113127538.13,4197468776.404,RRI_sports,0,-84384138.27400023,0,669986624.0580336
2025-03-26,243259458.52799988,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,806118,3036246169.17,2792954810.6419997,RRI_sports,0,243259458.52799988,0,634095383.854945
2025-03-27,334658509.0449999,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,615615,2315309073.5,1980569208.955,RRI_sports,0,334658509.0449999,0,1250397834.4435744
2025-03-28,1018273118.037,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,972032,4092507118.57,3074204499.5330005,RRI_sports,0,1018273118.037,0,539346782.7146208
2025-03-29,1867778724.3510003,13,"ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,2132875,8874483769.04,7004933897.689,RRI_sports,0,1867778724.3510003,0,2345286424.967885
2025-03-30,-3622728252.706,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,1761422,7863374139.99,11483972625.696,RRI_sports,0,-3622728252.706,0,563072809.3261667
2025-03-31,433664369.51300013,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,958543,3904305250.41,3470587890.8970003,RRI_sports,0,433664369.51300013,0,495059561.9123386
2025-04-01,2549950893.41,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,1452423,5880090309.69,3330074416.2799997,RRI_sports,0,2549950893.41,0,949556272.2547449
2025-04-02,2728678117.623,14,"ABA,ABE,ADV,BET,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",18,1589840,6359896263.28,3631172045.657,RRI_sports,0,2728678117.623,0,1666565649.7902832
2025-04-03,-426210279.6360002,15,"ABA,ABE,ADV,BET,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",19,815408,3671378255.56,4097357476.196,RRI_other,0,-426210279.6360002,0,271367237.1331218
2025-04-04,63164498.88299952,15,"ABA,ABE,ADV,BET,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",19,1248676,5147890583.459999,5084683311.587001,RRI_other,0,63164498.88299952,0,562820506.0904831
2025-04-05,3690430928.414001,15,"ABA,ABE,ADV,BET,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",19,2378361,9369734018.08,5679032546.666,RRI_other,0,3690430928.414001,0,2647712298.289693
2025-04-06,2025861717.3250003,15,"ABA,ABE,ADV,BET,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",19,1859770,6978821761.77,4951928843.445,RRI_other,0,2025861717.3250003,0,1956848476.840563
2025-04-07,317472523.3020001,15,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,INT,MAS,RUB,SAH,SPO,TIT",19,949993,3564836208.51,3247350921.208,RRI_other,0,317472523.3020001,0,841470189.5211667
2025-04-08,1942911629.062,16,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",20,1301556,4736350677.43,2793423819.368,RRI_sports,0,1942911629.062,0,758715703.7943188
2025-04-09,960353801.385,15,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,TIT",19,1124881,4391118077.29,3430698678.9049997,RRI_sports,0,960353801.385,0,1081257837.4342859
2025-04-10,-185332998.4200005,16,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",20,1210604,4695295184.139999,4880588897.56,RRI_sports,0,-185332998.4200005,0,526655924.09117883
2025-04-11,870357493.5839996,16,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",20,1235563,4923465477.07,4053066783.486,RRI_sports,0,870357493.5839996,0,594397930.372127
2025-04-12,2513858081.832,15,"ABA,ABE,ADV,BET,BLU,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",19,2266291,8895959153.33,6381790501.278,RRI_sports,0,2513858081.832,0,2358584036.0558243
2025-04-13,-68307627.23500025,16,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,HOM,INT,MAS,RUB,SAH,SPO,TIT",20,1901348,7621147455.76,7689326267.995001,RRI_sports,0,-68307627.23500025,0,1004139511.4988062
2025-04-14,327859315.81299996,17,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,RUB,SAH,SPO,TIT",22,1270008,4680741961.62,4352836507.807,RRI_sports,0,327859315.81299996,0,518022532.0815353
2025-04-15,463357747.1359999,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1269026,5091674038.860001,4628291086.724,RRI_other,0,463357747.1359999,0,822024089.0128956
2025-04-16,1417364031.314,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",25,1601104,6136126697.92,4718686866.606,RRI_sports,0,1417364031.314,0,1048631224.5359179
2025-04-17,2098802397.6400008,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",24,1779538,6987566005.63,4888385007.990001,RRI_sports,0,2098802397.6400008,0,1314632417.78197
2025-04-18,1613739526.8819995,17,"ABA,ABE,ADV,BET,BLU,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1851650,6720996203.099999,5107121676.218,RRI_sports,0,1613739526.8819995,0,945341638.2016138
2025-04-19,2832761625.6530004,17,"ABA,ABE,ADV,BET,BLU,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",22,2590105,9199526312.76,6366746817.106999,RRI_sports,0,2832761625.6530004,0,1987019034.7589366
2025-04-20,2313315298.171,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,2210169,7849126221.76,5535790012.589,RRI_sports,0,2313315298.171,0,1899901108.2504034
2025-04-21,-190018265.5749995,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",26,1125612,3827737405.89,4013477476.075,RRI_sports,0,-190018265.5749995,0,313352070.66838723
2025-04-22,1278975484.117,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1365376,4487076203.69,3208068304.573,RRI_other,0,1278975484.117,0,581867430.2971427
2025-04-23,1215365853.399,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",26,1681564,6187406808.71,4972005282.871,RRI_sports,0,1215365853.399,0,931595239.3869605
2025-04-24,897731142.2799996,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1327699,4862565691.58,3953945262.3,RRI_other,0,897731142.2799996,0,761134209.5462087
2025-04-25,523783747.357,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",22,1570263,5474474689.370001,4949498435.0130005,RRI_sports,0,523783747.357,0,747474388.757049
2025-04-26,317017223.4660002,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,2353481,8227057217.59,7908513689.124,RRI_sports,0,317017223.4660002,0,716552496.0864892
2025-04-27,1063064748.3499995,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,2328474,8738036939.43,7674948500.08,RRI_other,0,1063064748.3499995,0,1178788493.5626717
2025-04-28,914670315.73,17,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",21,1223416,4484196125.57,3566464319.8400006,RRI_sports,0,914670315.73,0,664429538.3138976
2025-04-29,1276971076.814,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1273639,4432806192.2699995,3155819086.746,RRI_other,0,1276971076.814,0,707898571.4416331
2025-04-30,1289480927.6449995,11,"ABE,ADV,BET,DAY,ELD,ENT,GAR,INT,RUB,SAH,TIT",15,1359370,4527954084.26,3238445756.615,RRI_sports,0,1289480927.6449995,0,840083961.663281
2025-05-01,743696901.655,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1559549,5569577740.4,4825812688.745,RRI_other,0,743696901.655,0,766219777.0909663
